Title;DOI;Article Type?;Year;Courses:;keyword themes;Inclusive Teaching  included?;Word Count of Inclusive Teaching?;Attended Workshop?;article_num;Group Year;it_tokens_3w;dei_related
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;using several student;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;several student centered;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;student centered active;TRUE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;centered active learning;TRUE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;active learning techniques;TRUE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;learning techniques including;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;techniques including group;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;including group work;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;group work think;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;work think pair;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;think pair share;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;case studies can;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;low stakes assignments;TRUE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;foster productive discussions;TRUE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;productive discussions use;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;high throughput databases;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;quantitative skills instructors;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;submit compled cases;FALSE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;alternative formats including;TRUE
Does Organelle Shape Matter?: Exploring Patterns in Cell Shape and Structure with High-Throughput (HT) Imaging;https://doi.org/10.24918/cs.2022.3;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics, Cell Biology, Genetics, Science Process Skills;modeling, case study, microscopy, structure, Organelles, High-throughput (HT), Endoplasmic Reticulum (ER), Fluorescent microscopy, Human Cell Biology;Yes;207;NA;254;2019 - 2022;formats including audio;FALSE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;laboratory series provides;FALSE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;series provides authentic;TRUE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;provides authentic research;TRUE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;authentic research opportunities;TRUE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;research opportunities embedded;TRUE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;many students find;FALSE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;students find summer;FALSE
Learning Quantitative Genetics: Investigation of Genetic Control for Cold Stress Response in Plants;https://doi.org/10.24918/cs.2022.4;Lesson;2022;Genetics;data analysis, recombination, plants, quantitative genetics, abiotic stress response, genetic control of complex traits, inheritance of complex traits;Yes;118;NA;253;2019 - 2022;find summer research;FALSE
